sentences,aos
"we a menu that rearely changes,e xcept for one or two specials , the quality and care they put in thier food in evident.","[([11], [], 0), ([14], [], 1), ([16], [], 1), ([21], [], 1)]"
"the decor is nice, but more casual than fine dining.","[([1], [], 0)]"
this restaurant is a wonderful place to go many times and it is reasonably priced .,"[([14], [], 1)]"
"bottom line: b+ for the food , f for the service .","[([5], [], 1), ([10], [], -1)]"
the only thing the waiters don't do for you is wipe your chin when you leave.,"[([4], [], 1)]"
"stick to dimsum , not super overpriced noodles .","[([2], [], 1), ([7], [], 0)]"
the service is fine and they allow you to enjoy the view .,"[([1], [], 1), ([11], [], 1)]"
"we, there were four of us, arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude.","[([17], [], -1)]"
delicious simple food in nice outdoor atmosphere .,"[([2], [], 1), ([6], [], 1)]"
"the food is good, but very expensive for the casualness of it.","[([1], [], 0)]"
the only fallback on this restaurant is the prices .,"[([8], [], -1)]"
i've been to naples 45 for dinner twice.,"[([6], [], 0)]"
the hot and sour soup was unbearably hot and tasted of only pepper and nothing else.,"[([4], [], -1), ([12], [], -1)]"
try sushimi cucumber roll .,"[([1, 2, 3], [], 1)]"
the food is delicious.,"[([1], [], 1)]"
their wines by the glass are a great accompaniment and you can eat like a king with wine for under $30.,"[([1, 2, 3, 4], [], 1), ([17], [], 0)]"
this place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,"[([1], [], 1), ([6], [], 1), ([10], [], 1)]"
yeah shanghai is also great but not quite as good -- they use the same amount of salt but without sweetness to balance out.,"[([17], [], -1)]"
"believe us, we've been eating sushi for over 15 yrs.","[([5], [], 0)]"
the atmosphere is much better than sripraphai (more modern and sleek).,"[([1], [], 1)]"
"the food is outstanding and the service is quick, friendly and very professional.","[([1], [], 1), ([6], [], 1)]"
"the bagels always warm, soft on the inside, crispy on the outside and enormous in size.","[([1], [], 1)]"
"i had a late dinner at lucky stike, a great name for a joint if ever i saw one.","[([4], [], 0)]"
service is fast and friendly.,"[([0], [], 1)]"
from an english speaking staff .,"[([4], [], 0)]"
and they have these home made potato chips at the bar that are the most delicious things in the world!,"[([6, 7], [], 1), ([10], [], 0)]"
my husband and i enjoyed each of the 6 taste size portions and left completely full.,"[([11], [], 1)]"
"i went here with a friend on a whim, we went someplace else first and couldn't get a table .","[([18], [], -1)]"
"we all ate pasta entre'es , which were great.","[([3, 4], [], 1)]"
the steak was excellent and one of the best i have had (i tasted the butter intitally but in no way did it overwhelm the flavor of the meat ).,"[([1], [], 1), ([15], [], -1), ([25], [], 0), ([28], [], 1)]"
the food was boring and expensive.,"[([1], [], -1)]"
"the ambience is pretty and nice for conversation, so a casual lunch here would probably be best.","[([1], [], 1), ([11], [], 1)]"
terrific menu full of unique rolls and special dishes .,"[([1], [], 1), ([5], [], 1), ([8], [], 1)]"
the service is ok but could be better.,"[([1], [], -1)]"
"we love the food , drinks , and atmosphere !","[([3], [], 1), ([5], [], 1), ([8], [], 1)]"
i was here a few weeks back and we had the worst customer service experience at a restaurant ever.,"[([12, 13], [], -1)]"
"went on a 3 day oyster binge, with fish bringing up the closing, and i am so glad this was the place it o trip ended, because it was so great!","[([5], [], 0), ([8], [], 0), ([21], [], 1)]"
"took my mom for mother's day, and the maitre d' was pretty rude.","[([8, 9], [], -1)]"
my husband and i have been there a couple of times and each time we sat at the sushi bar ( chef yoshi) and ordered everything ala carte .,"[([18, 19], [], 0), ([21], [], 0), ([26, 27], [], 0)]"
"the vibe is very relaxed and cozy, service was great and the food was excellent!","[([1], [], 1), ([7], [], 1), ([12], [], 1)]"
"if the weather is nice, try to snag an outside table .","[([10], [], 1)]"
"if you are looking for a good quality , cheap eats - this is the place.","[([7], [], 1)]"
the service was friendly and the atmosphere was casual.,"[([1], [], 1), ([6], [], 1)]"
when i lived upstate for a while i would buy freeze the bagels and they would still be better than any else.,"[([12], [], 0)]"
"i recommend their pad see ew , pork chops or tofu plates .","[([3, 4, 5], [], 1), ([7, 8], [], 1), ([10, 11], [], 1)]"
never in my life did i think that i could be satisfied both in taste and in quantity for $3.00 in nyc.,"[([14], [], 1), ([17], [], 1)]"
"this is the best secret place in midtown', i heard that from the bartender , after having brilliant food ( try steak with portobello mushrooms ) and drinks on the bar last tuesday.","[([13], [], 0), ([18], [], 1), ([21, 22, 23, 24], [], 1), ([27], [], 1), ([30], [], 0)]"
the service was excellent - friendly and attentive.,"[([1], [], 1)]"
"the main course had an average portion , and was decent overall.","[([1, 2], [], 1), ([6], [], 0)]"
20 minutes for our reservation but it gave us time to have a few cocktails and enjoy our surroundings and each other.,"[([4], [], -1), ([14], [], 1), ([18], [], 1)]"
"waitstaff is great, very attentive.","[([0], [], 1)]"
the dinner menu is diverse and top-notch as well.,"[([1, 2], [], 1)]"
it is what modern cuisine is all about.,"[([4], [], 1)]"
"i don't like indian food too much and this was delicious, however you want to factor that into the equation.","[([3, 4], [], 1)]"
"at taj, vegetarians can rejoice-all the dishes are manna from heaven.","[([6], [], 1)]"
"forget the rush and the wait and the noise (which isn't actually that bad), i mean please, who goes to a steakhouse to be coddled and romantic?","[([2], [], 0), ([5], [], 0), ([8], [], 0)]"
i won't go back unless someone else is footing the bill .,"[([10], [], -1)]"
"we live in new jersey and whenever we go into new york city we buy bagels to eat hot and then to freeze (they told me that if i call in the order, they'd bring it out to the car so i wouldn't have to look for parking).","[([15], [], 0)]"
jimmy's is hands down the hottest night spot in the bronx.,"[([7], [], 1)]"
and i would have to agree with the masses in terms of service - delivery is their achilles' heel.,"[([12], [], -1), ([14], [], -1)]"
"the $300 bill was a bit steep, but the experience was great.","[([2], [], -1)]"
"nice ambiance , nice little bar , good bartender , francois, and good service .","[([1], [], 1), ([5], [], 1), ([8], [], 1), ([13], [], 1)]"
"the calamari comes with an incredible sauce , and the duck noodles are yummy as well.","[([1], [], 1), ([6], [], 1), ([10, 11], [], 1)]"
i would definitely go back -- if only for some of those exotic martinis on the blackboard.,"[([13], [], 1)]"
simple comfort food and what hot and lage portions .,"[([1, 2], [], 1), ([8], [], 1)]"
"stay away from the two specialty rolls on the menu , though- too much avocado and rice will fill you up right quick.","[([6], [], -1), ([9], [], 0), ([14], [], -1), ([16], [], -1)]"
we didn't get drink refills and she didn't even offer us the option of dessert .,"[([3, 4], [], -1), ([14], [], 0)]"
the bagels are also reasonably priced for nyc.,"[([1], [], 1), ([5], [], 1)]"
"if you can handle that, it's a great place for a business dinner , fun with friends or simply a table for 2.","[([11, 12], [], 1), ([20], [], 1)]"
decor leaves something to be desired.,"[([0], [], -1)]"
"also, specify if you like your food spicy- its rather bland if you don't.","[([6], [], 0)]"
"our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices , a little more should be expected of your food .","[([1], [], 1), ([5], [], 1), ([15], [], -1), ([25], [], -1)]"
coming from boston this place is like emma's pizza in kendall square in cambridge (although they have more funky toppings !),"[([19], [], 1)]"
"when my husband and go there, we spend $60.00 (have lobster tails ummmmm need i say more) i can't say any more, it a place you'll never forget if you never go, you'll miss a meal of your life time","[([10, 11], [], 1), ([24], [], 1), ([35], [], 1)]"
"in an effort to increase turnover, the restaurant offers no desserts beyond the complimentary espresso cup filled with chocolate mousse .","[([10], [], -1), ([14, 15, 16, 17, 18, 19], [], 1)]"
"i've been to this restaurant more than a dozen times and when i'm craving for pho , lemon grass chicken or beef cube on rice , this is the place to go.","[([15], [], 1), ([17, 18, 19], [], 1), ([21, 22, 23, 24], [], 1)]"
"oh yes, and if you are a fan of indian oldies film stars, there are plenty of portraits of indian actors and actresses in classic black white that adorn the walls, some of which, i would love to know where they obtained.","[([17], [], 1)]"
"the food is spectacular, from the appitizers to the main course , and then of course the desserts , (wow) you'll need no more.","[([1], [], 1), ([6], [], 1), ([9, 10], [], 1), ([17], [], 1)]"
my fish was delicious in an incredible curry sauce .,"[([1], [], 1), ([7, 8], [], 1)]"
if you are in search of the most authentic nyc deli experience look no further than the famous and historic katz's deli down on the lower east side.,"[([10], [], 1)]"
"even upon delivery, their juicy pork buns are quite good . .","[([5, 6], [], 1)]"
"average to good thai food , but terrible delivery .","[([3, 4], [], 1), ([8], [], -1)]"
the space is nice but when we order our drink we were in for a surprise.,"[([1], [], 1), ([9], [], -1)]"
the entire place and the treatment we received felt as a conveyor belt.,"[([2], [], -1)]"
joe's pizza used to have the best slice until this pizzeria opened up.,"[([7], [], 1)]"
and they provided a delicious dessert on the house!,"[([5], [], 1)]"
"they are still living in the dark ages and do not have an answering machine, so if you want to make a reservation you are limited.","[([22], [], -1)]"
"the food is amazing, rich pastas and fresh doughy pizza .","[([1], [], 1), ([5], [], 1), ([9], [], 1)]"
"food was very good, but not what i would consider out of this world.","[([0], [], 1)]"
i had lobster bisque it has 2 oz. of maine lobster in it.,"[([2, 3], [], 1), ([9, 10], [], 1)]"
"try the pad thai , it's fabulous and their prices are so cheap!","[([2, 3], [], 1), ([9], [], 1)]"
food is great and inexpensive.,"[([0], [], 1)]"
the price very reasonable.,"[([1], [], 1)]"
"dessert - can't be missed, so save room!!!","[([0], [], 1)]"
"it can be a little confusing as to where one goes to order, but once the food is ordered, you are in for a treat.","[([16], [], 1)]"
ingredients are organic which is a real plus for me.,"[([0], [], 1)]"
it was so bad i actually refused to pay for my food .,"[([11], [], -1)]"
i recommend this spot to anyone who enjoys fine cuisine at reasonable prices .,"[([9], [], 1), ([12], [], 1)]"
"the staff was very attentive, the ambience lovely, and the food superb.","[([1], [], 1), ([6], [], 1), ([10], [], 1)]"
"i love when restaurants think using fancy expensive ingrediants makes the food fine cuisine , even with no idea how to use them.","[([8], [], 1), ([11], [], 1), ([13], [], 1)]"
the pizza and wine were excellent-the service too--but what really made this place was the backyard dining area .,"[([1], [], 1), ([3], [], 1), ([6], [], 1), ([15, 16, 17], [], 1)]"
"the waiters are sweet, the food is tasty and the bill is never too large.","[([1], [], 1), ([5], [], 1), ([10], [], 1)]"
"the service was superb, they treat you like family.","[([1], [], 1)]"
"we all had the tasting menu and unlike some of the other reviews, i felt there was more than enough food .","[([5], [], 1), ([20], [], 1)]"
"it only took about five or so minutes to get an empty table , but standing up wasn't too bad.","[([12], [], 1)]"
"the menu may be small, but everything on it is delicious.","[([1], [], -1)]"
they had scrapped the bottom of the vessel in which they make the rice -result - we had large chunks of burnt rice in our serving bowl.,"[([13], [], -1), ([22], [], -1)]"
"- for dessert we split chocolate cake and vanilla gelato (with espresso) , which were tasty, but i thought a bit overpriced.","[([2], [], 0), ([5, 6], [], 0), ([8, 9, 10, 11], [], 0)]"
"warm, comfortable surroundings , nice appointments (witness the etched glass and brickwork separating the dining rooms ).","[([2], [], 1), ([14, 15], [], 0)]"
we ran a little late for the reservation but it wasn't a problem to get our table immediately.,"[([7], [], 0), ([16], [], 1)]"
we arrived on time for our reservation and seated promptly.the,"[([6], [], 1)]"
"i would definitely go back for a very special occasion, but not for regular fine dining .","[([15], [], 0)]"
"the well mannered, pleasant staff that tony has in his employ.","[([4], [], 1)]"
the flavors robust and subtle.,"[([1], [], 1)]"
"all i can say is $2 pints during happy hour and the some of the cheapest oysters you'll find in the city, though the quality is some of the best.","[([16], [], 1), ([24], [], 1)]"
"i would never wait for a table to eat, it just is not that great.","[([6], [], 0)]"
"we concluded with tiramisu chocolate cake , both were delicious.","[([3, 4, 5], [], 1)]"
the counter service is bad.,"[([1, 2], [], -1)]"
"service here was great, food was fantastic.","[([0], [], 1), ([4], [], 1)]"
"this is such a lovely, peaceful place to eat outside.","[([6], [], 1)]"
the sauce is delicious and the crust is perfect.,"[([1], [], 1), ([6], [], 1)]"
since my first dinner i have had the chance to have brunch at orsay 3x.,"[([3], [], 0), ([11], [], 0)]"
"you will pay a lot for the decore , but the food is no better or worse than a lot of other chinese and asian fusion places in ny.","[([7], [], -1), ([11], [], 0)]"
they have some great entrees here as well.,"[([4], [], 1)]"
the service is not consistently excellent -- just decent.,"[([1], [], 0)]"
"the food , served in small tasting portions (as an option) is very good with each dish being better than the next.","[([1], [], 1), ([3], [], 0), ([7], [], 1), ([16], [], 1)]"
"they do cater to american palates, but if you like it hot let them know and they are more than willing to oblige!","[([2], [], 1)]"
i had the mango chicken and i can't go on to tell you how delicious that was and the presentation was beatiful.,"[([3, 4], [], 1), ([19], [], 1)]"
i care more about the food and ambience .,"[([5], [], 0), ([7], [], 0)]"
"oh, but wait, we were out of drinks (which were also delightfully overpriced).","[([7], [], -1)]"
the service is fantastic.,"[([1], [], 1)]"
the garlic mashed potatoes are hands down the best in the city!,"[([1, 2, 3], [], 1)]"
food and service was okay.,"[([0], [], 0), ([2], [], 0)]"
the lamb meat was under-cooked and extrmely chewy.,"[([1, 2], [], -1)]"
the best pad thai i've ever had.,"[([2, 3], [], 1)]"
"over time, the food quality has decreased substantially, it is a lot less crowded than it used to, and the service must definitely be part of the reason.","[([3, 4], [], -1), ([20], [], -1)]"
great pizza and fantastic service .,"[([1], [], 1), ([4], [], 1)]"
we were seated outside and the waiter spilled red wine and hot tea on myself and my date.,"[([3], [], 0), ([6], [], -1), ([8, 9], [], 0), ([11, 12], [], 0)]"
i would just ask for no oil next time.,"[([6], [], -1)]"
"while this is a pretty place in that overly cute french way, the food was insultingly horrible.","[([5], [], 1), ([13], [], -1)]"
i went there for lunch and it was not as good as i expected from the reviews i read.,"[([4], [], 0)]"
"the wine list isn't great, and the desserts are shipped in from bruno's down the street, which is not as good as it used to be.","[([1, 2], [], -1), ([7], [], -1)]"
i ordered a lassi and asked 4 times for it but never got it.,"[([3], [], 0)]"
their coffee is quite good too!,"[([1], [], 1)]"
"great wine list (italian), good food , service was initially fine.","[([1, 2], [], 1), ([5], [], 1), ([7], [], 0)]"
"despite the fact that the space is large, they've overcrowded the floor with tables .","[([5], [], 1), ([13], [], -1)]"
"as far as the service goes, the waitresses were not particularly friendly, but they got the job done.","[([4], [], 0), ([7], [], 0)]"
"they are not helpful in the least and will give you the grand run around so by the time the event date rolls around you will not only regret chosing this place , but also become hostile!","[([31], [], -1)]"
i had to ask her three times before she finally came back with the dish ive requested.,"[([14], [], 0)]"
"normally that would be improper, however they were all delicious and my host did not complain.","[([12], [], 0)]"
taxan delicious!,"[([0], [], 1)]"
"unlike other places in nyc where the sandwiches you want only come as a triple-decker, here you can get what you want in a reasonably-sized portion (and price ).","[([7], [], -1), ([25], [], 1), ([27], [], 1)]"
"southern indian cuisine is still there, too.","[([0, 1, 2], [], 0)]"
"restaurant snobs need not bother, this is a small, neighborhood kind of place .","[([12], [], 1)]"
they couldn't even make a salad that was appealing.,"[([5], [], -1)]"
for two people with tip was less than $25 bucks.,"[([4], [], 0)]"
killer sushi !,"[([1], [], 1)]"
of course the reason its so packed is because the food is so delicious!,"[([10], [], 1)]"
"staffs are not that friendly, but the taste covers all.","[([0], [], -1), ([7], [], 1)]"
the jukebox plays everything from italian opera to the strokes.,"[([1], [], 1)]"
plus they made a perfect martini .,"[([5], [], 1)]"
i am not sure if i would call the food here indian as it is a fusion of what seems to be french with an indian or exotic touch.,"[([9], [], 0)]"
"i've eaten thai many times, and am very familiar with the cuisine .","[([11], [], 0)]"
the waiter was attentive.,"[([1], [], 1)]"
their margarita is best i've had since i've returned from naples!,"[([1], [], 1)]"
the tastes makes your mouth water for more.,"[([1], [], 1)]"
"their sake list was extensive, but we were looking for purple haze , which wasn't listed but made for us upon request!","[([1, 2], [], 1), ([10, 11], [], 0)]"
"the tables are crammed way too close, the menu is typical of any italian restaurant, and the wine list is simply overpriced.","[([1], [], -1), ([8], [], 0), ([17, 18], [], -1)]"
the food was actually aweful.,"[([1], [], -1)]"
they are served with a free appetizer and the portions are perfect for lunch .,"[([2], [], 0), ([6], [], 1), ([9], [], 1), ([13], [], 0)]"
there is actually space to breathe and the decor sets the tone for an intimate dinner .,"[([3], [], 1), ([8], [], 1), ([15], [], 0)]"
we went around 9:30 on a friday and it had died down a bit by then so the service was great!,"[([18], [], 1)]"
"my husband and i both ordered the steak , medium.","[([7], [], 0)]"
"furthermore, the rice had no seasoning , so the sushi was bland and disgusting.","[([2], [], -1), ([5], [], -1), ([9], [], -1)]"
this place has realy fresh sushi and a nice large menu of japanese classic cuisine .,"[([5], [], 1), ([10], [], 1), ([12, 13, 14], [], 1)]"
the sushi is average and the prices are anything but.,"[([1], [], 0), ([6], [], 0)]"
"my wife and i also enjoyed the spinach , the shanghai low mein , and other attractions.","[([7], [], 1), ([10, 11, 12], [], 1)]"
owner must have coem on this website to give himself credit.,"[([0], [], 0)]"
turned out there was full service upstairs and sat down.,"[([5], [], 1)]"
several of the dim sum orders had about 6-8 pieces.,"[([3, 4, 5], [], 0)]"
if you have a dumpling fetish i suggest you try some here!,"[([4], [], 1)]"
"three page wine menu , one page entree and horedevous .","[([2, 3], [], 1), ([7], [], 1), ([9], [], 1)]"
"the food is consistently wonderful - i've been coming here for years, and the owner has always been accomodating and friendly.","[([1], [], 1), ([14], [], 1)]"
the waiters and owners were nonchalant about this and promised to call the exterminator but weren't as dismayed or apologetic as i would have expected.,"[([1], [], -1), ([3], [], -1)]"
and the food was fantastic.,"[([2], [], 1)]"
"if you're looking for a place to sit down, have a drink and conversations with friends, go to sweet-n-tart and order yourself a hong-kong styled milk and tea with tapioca pearls (hot) .","[([11], [], 0), ([23, 24, 25], [], 1), ([27, 28, 29, 30, 31], [], 1)]"
"aside from the sea urchin , the chef recommended an assortment of fish including fatty yellow tail , boton shrimp , blue fin torro (fatty tuna) , sea eel , etc.","[([3, 4], [], 0), ([7], [], 0), ([10, 11, 12], [], 0), ([14, 15, 16], [], 0), ([18, 19], [], 0), ([21, 22, 23, 24, 25], [], 0), ([27, 28], [], 0)]"
"they're also friendlier here, especially the owner , kenny.","[([6], [], 1)]"
"while the room is not particularly comfortable, once you're seated you'll forget about everything except what's on your plate .","[([2], [], -1), ([18], [], 1)]"
i've lived in nyc all my life and had never before seen so many waterbugs in one place (except in a really bad dream).,"[([14], [], -1)]"
winnie and her staff are the best crew you can find serving you.,"[([3], [], 1), ([7], [], 1), ([11], [], 1)]"
"the ambiance is minimal the food is not phenomenal, but some dishes are quite good, such as the eggplant parmesan , veal in carozza chicken saltimbocca .","[([1], [], 1), ([5], [], -1), ([11], [], 1), ([18, 19], [], 1), ([21, 22, 23, 24, 25], [], 1)]"
"my host asked for appetizers for the group and the waiter gave us not only what we ordered, but some other items that were not ordered.","[([1], [], 0), ([4], [], 0), ([10], [], 0)]"
you can even get packages of the chutneys to stock your fridge!,"[([7], [], 1)]"
the bar has various selections and the mixed drink special is a catcher! 2 for 1's.,"[([1], [], 1), ([7, 8, 9], [], 1)]"
"if it isn't for the food (a+++), it must be the service or the ambience .","[([5], [], 1), ([11], [], 1), ([14], [], 1)]"
"during the course of the past 3 months, the chef and staff changed and it was not for the better.","[([9], [], -1), ([11], [], -1)]"
"i like the ambience , it's very dark and original.","[([3], [], 1)]"
"overall, not worth the money .","[([4], [], -1)]"
this place is not worth the prices .,"[([6], [], -1)]"
we left after one drink .,"[([4], [], 0)]"
pick a bagel has the best bagels in the city.,"[([6], [], 1)]"
"you are paying for the atmosphere , which is nice, but can be had in numerous places in bay ridge.","[([5], [], 0)]"
yes you have to wait to be seated and because its small there is no waiting area and the seat at the bar was all taken.,"[([4], [], -1), ([15, 16], [], -1), ([19], [], -1), ([22], [], 0)]"
"the last two times i ordered from here my food was soo spicy that i could barely eat it, and the spice took away from the flavor of the dish .","[([9], [], -1), ([21], [], -1), ([26], [], -1), ([29], [], -1)]"
the fried dumplings are great!,"[([1, 2], [], 1)]"
this place has the best chinese style bbq ribs in the city.,"[([7, 8], [], 1)]"
ive been here so many times the waiters know my name.,"[([7], [], 0)]"
the decor is very simple but comfortable.,"[([1], [], 0)]"
"we figured we never had argentinian pizza before so we grabbed our lunch there, sharing a large pelligrino , a pizza of two of their specials, one was goat cheese the other blue cheese , and both were excellent.","[([5, 6], [], 0), ([12], [], 0), ([17], [], 1), ([20], [], 1), ([28, 29], [], 1), ([32, 33], [], 1)]"
the ' kamasutra ' and ' bombay cosmopolitan ' are excellent and will have you tipsy in no time.,"[([2], [], 1), ([6, 7], [], 1)]"
this is the perfect date spot for williamsburg couples.,"[([4, 5], [], 1)]"
the dim sum here is only so-so.,"[([1, 2], [], 0)]"
"$6 and there is much tasty food , all of it fresh and continually refilled.","[([6], [], 1)]"
"just straight up cheap, good food .","[([5], [], 1)]"
seating is ok even though sometimes there's alot of people.,"[([0], [], 0)]"
"even with a relatively inexpensive botle of wine , if you can call $70.00 inexpensive, the cost is through the roof for better than average fare.","[([5, 6, 7], [], 0), ([16], [], -1)]"
"service was slow, but the people were friendly.","[([0], [], -1), ([5], [], 1)]"
the steak was very fatty and the sauce was overpowering and not very tasty.,"[([1], [], -1), ([7], [], -1)]"
"the staff makes you feel at home, the food is great and the atmosphere is wonderful!","[([1], [], 1), ([8], [], 1), ([13], [], 1)]"
the food is alright - some stuff is good - some is not (like the steak dish which tends to be dry).,"[([1], [], 0), ([15, 16], [], -1)]"
they have a very diverse menu so its something for everybody.,"[([5], [], 1)]"
the staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check .,"[([1], [], -1), ([6], [], 0), ([8], [], 0), ([18], [], 0), ([24], [], 0)]"
"as a long-time patron of mamoun's, i always figured that i had found the best late night food spot in the city.","[([17, 18], [], 1)]"
the bagel was huge.,"[([1], [], 0)]"
get the tuna of gari.,"[([2], [], 1)]"
"i like the somosas , chai , and the chole , but the dhosas and dhal were kinda dissapointing.","[([3], [], 1), ([5], [], 1), ([9], [], 1), ([13], [], -1), ([15], [], -1)]"
edible but really a ripoff at those prices given whats in the area.,"[([7], [], -1)]"
"the staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.","[([1], [], 0), ([13], [], -1)]"
the service was the only thing good about this restaurant.,"[([1], [], 1)]"
service - friendly and attentive.,"[([0], [], 1)]"
service was very prompt but slightly rushed.,"[([0], [], 0)]"
"great food , great decor , great service .","[([1], [], 1), ([4], [], 1), ([7], [], 1)]"
"and, atlhough tables opened up next to us and we asked for a slightly larger space , they left us awkardly seated.","[([2], [], 0), ([15], [], 0)]"
"the palak paneer was standard, and i was not a fan of the malai kofta .","[([1, 2], [], 0), ([13, 14], [], 0)]"
i've dined at alain ducasse's restaurant in monte carlo for half the price for the same excellent dining experience.,"[([12], [], 1), ([17], [], 1)]"
"yeah, sometimes the service can be slow.","[([3], [], -1)]"
there was no ambiance .,"[([3], [], -1)]"
"save your money and don't waste your calories, go to margharita's on washington street instead, they have amazing food and the best service .","[([18], [], 1), ([22], [], 1)]"
the service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura .,"[([1], [], 1), ([9], [], 1), ([16, 17], [], 1), ([20, 21, 22, 23], [], 1)]"
"the only weird thing was if we got a bottle , the waitress would have simply multiplied the glass price x4, which makes no sense whatsoever.","[([9], [], 0), ([12], [], -1), ([19], [], -1)]"
"they sell special sushi , everything have a topping , sauce and etc.","[([3], [], 1), ([8], [], 1), ([10], [], 1)]"
do not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste .,"[([23], [], -1)]"
"the place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.","[([1], [], -1), ([15], [], 1)]"
the service was excellent and the food was delicious.,"[([1], [], 1), ([6], [], 1)]"
service was also very good.,"[([0], [], 1)]"
"i took my girlfriend there for her birthday last night and we had a relaxing, really good meal .","[([17], [], 1)]"
"i would not have been so disappointed with the portions if the qualities were good enough to make up for it, but they were not!","[([9], [], -1), ([12], [], -1)]"
i'm happy to have nosh in the neighborhood and the food is very comforting.,"[([10], [], 1)]"
"good atmosphere , combination of all the hottest music dress cod e is relatively strict except on fridays.","[([1], [], 1), ([8], [], 1), ([9, 10], [], -1)]"
love the food .,"[([2], [], 1)]"
i would highly recommend nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures .,"[([13], [], 1), ([18], [], 1), ([21], [], 1), ([24], [], 1)]"
all the desserts the group tried got favorable reviews.,"[([2], [], 1)]"
there's something smooth about sipping sake upper east side style.,"[([5], [], 1)]"
it's a nice place to relax and have conversation.,"[([3], [], 1)]"
best reuben sandwich ever!,"[([1, 2], [], 1)]"
lucky strike is a great casual place to just grab a bite to eat.,"[([6], [], 1)]"
wonderful strawberry daiquiries as well!,"[([1, 2], [], 1)]"
"going to volare is like going to your favorite aunt's house for dinner , assuming that your aunt is a great italian cook.","[([12], [], 0)]"
"the sushi has been from average to below average, the wait service has always been sub-par the atmosphere goes from nice to really irritating (if you sit in the area beyond the kitchen, the acousitcs are horrid, everything echoes is extremely loud).","[([1], [], -1), ([10, 11], [], -1), ([17], [], 0), ([29], [], -1)]"
frites were delicious if a bit on the thick side.,"[([0], [], 1)]"
here you get the zen feel without feeling rigid.,"[([4, 5], [], 1)]"
i would recommend putting your name down and then getting a drink at a local bar first though because of the wait time .,"[([11], [], 0), ([15], [], 0), ([21, 22], [], -1)]"
i fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of bbq roast pork .,"[([6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20], [], 1)]"
i keep my fingers crossed the whole subway ride hoping that there will be a table i can sit at by myself and not have to share with the rice congee soup people.,"[([15], [], 0), ([29, 30, 31], [], 0)]"
"overall, the best bagel in town.","[([3], [], 1)]"
"light, refreshing summer rolls (not fried) remind me of vietnamese places in paris.","[([2, 3], [], 1)]"
the sushi seemed pretty fresh and was adequately proportioned.,"[([1], [], 1)]"
but the service was a bit slow.,"[([2], [], -1)]"
spreads and toppings are great - though a bit pricey.,"[([0], [], 1), ([2], [], 1)]"
"when i saw that their website had a link to da ciro in napoli, i knew there was going to be good pizza !","[([22], [], 1)]"
no one asked what was wrong as we left with nothing touched on our plates .,"[([14], [], 0)]"
indoor was very cozy and cute.,"[([0], [], 1)]"
we had a 3 hour brunch - they definitely do not rush you- and they kept the unlimited mimosas flowing the whole time.,"[([5], [], 1), ([18], [], 1)]"
and their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service !,"[([2], [], -1), ([18], [], -1), ([22], [], -1), ([24], [], -1)]"
"the service was excellent, the food was excellent, but the entire experience was very cool.","[([1], [], 1), ([5], [], 1)]"
the service is good and the resturant is clean.,"[([1], [], 1)]"
"great spot , whether looking for a couple of drinks or quiet dinner .","[([1], [], 1), ([9], [], 1), ([12], [], 1)]"
just stick with the small dishes !,"[([5], [], -1)]"
"the cafe itself was really nice with comfortable outdoor chairs and tables , but the service could have been better.","[([1], [], 1), ([8, 9], [], 1), ([11], [], 1), ([15], [], -1)]"
i've rarely had a problem with slow staff in the 10 years i've been going.,"[([7], [], 1)]"
food is excellent.,"[([0], [], 1)]"
although we were looking for regular lettuce and some walnuts the salads we got were great.,"[([6], [], 0), ([9], [], 0), ([11], [], 1)]"
excellent lunch buffet for only $6.95.,"[([1, 2], [], 1)]"
"if you're not familiar with the cuisine , you may encounter problems ordering here and be sure to bring plenty of cash with you as they don't accept credit cards.","[([6], [], -1)]"
"both are very reasonably priced (around $8 for dinner and $5 for lunch ), and are delicious and filling.","[([4], [], 1), ([8], [], 1), ([12], [], 1)]"
"ambience is so cute and quaint, good for business although we were there on vacation.","[([0], [], 1)]"
"the portion sizes here are huge, and the sushi is good.","[([1, 2], [], 1), ([8], [], 1)]"
my boyfriend ate tuna and it was cooked perfectly!,"[([3], [], 1)]"
"this wasn't the expected menu comprised only of pad thai and tom yum soup , but i thought that was what made the place so special.","[([4], [], 0), ([8, 9], [], 0), ([11, 12, 13], [], 0)]"
"good food at the restaurant (a bit expensive, but great if you want to impress your date).","[([1], [], 1)]"
i highly recommend caviar russe to anyone who wants delicious top grade caviar and fantastic service .,"[([12], [], 1), ([15], [], 1)]"
